2 537.00023 505.64996 499.99797 479.27651 464.92333 509 498 494 476 463 456.33003 456.32805 456.32801 452.30759 445.20264 434 434 434 434 433
1 307.49971 307.49904 307.49848 307.49526 307.48871 307 307 307 307 307 418.35458 418.20321 417.5158 397.46768 371.8287 365 365 365 361 354
4 582.25037 570.13475 565.807 547.0413 531.8924 570 564 560 544 530 480.05638 480.04998 480.03303 478.12472 475.92124 470 470 470 470 469
3 59613.96081 989.58862 876.32969 590.07818 455.16958 4029 1007 886 589 454 482.8158 482.44086 482.11753 439.45941 414.19748 399 399 399 393 386
5 432.39068 432.37804 432.3709 432.28507 432.06727 430 430 430 430 430 507.22597 507.19506 507.14816 498.78182 486.98774 465 465 465 464 461
6 381.12593 312.41602 311.60986 309.68621 308.7712 306 306 306 306 306 388.08895 387.76153 387.13988 371.66079 355.00794 345 345 344 342 338
7 535.38805 510.60122 504.31565 481.03805 464.86049 517 504 499 478 463 451.45686 451.45686 451.45686 451.45686 451.21339 443 443 443 443 443
8 1228.9447 633.84475 599.62042 493.20035 427.16644 611 582 567 491 427 331.62509 331.15402 330.82609 327.77792 324.66912 318 318 318 317 316
9 668.09565 506.47127 503.81076 495.53562 489.47463 490 490 490 488 484 460.84551 460.61883 460.38812 457.9143 456.48405 453 453 453 453 453
10 476.27281 473.49335 473.15881 471.44345 469.10685 469 469 469 468 467 455.33903 455.28348 454.81138 448.64763 446.61656 442 442 441 441 441
12 506.92616 492.73063 488.63164 472.3131 460.07727 495 488 484 470 458 432.11088 432.11088 432.11088 431.89171 430.28558 424 424 424 424 424
11 346.05916 346.05552 346.05274 346.01769 345.92155 345 345 345 345 345 370.1579 370.11535 369.94669 369.1495 366.74093 357 357 357 357 357
13 100819.04365 800.36877 718.96021 508.46184 404.82824 2035 825 735 509 403 363.21021 362.13919 361.03051 356.59407 344.9317 330 330 330 328 325
14 531.87058 529.49038 528.28604 521.15528 513.67243 527 526 525 519 512 531.78101 531.71285 528.60596 508.9163 498.19297 483 483 483 482 481
15 434.74216 434.70214 434.69006 434.58949 434.34966 433 433 433 433 433 501.2151 500.60944 499.98462 480.32418 465.00594 448 448 448 447 444
16 336.09799 336.09789 336.09777 336.09621 336.09174 335 335 335 335 335 456.80736 456.10406 455.7883 425.78278 401.14469 395 395 395 390 384
17 703.96375 575.22809 560.86412 516.70979 490.99851 617 564 553 513 488 466.94447 466.94447 466.94447 465.56008 463.54948 449 449 449 449 448
18 227964.23485 892.02406 795.36481 549.09612 431.16421 3061 919 812 550 430 406.06057 405.95348 405.5471 388.28437 365.19817 352 352 352 349 344
19 536.34174 530.6738 528.01352 515.24201 504.15124 530 527 525 513 503 470.33153 470.2919 470.16063 468.90408 467.40261 463 463 463 463 463
20 473.41142 473.30703 473.26542 472.79106 471.77152 470 470 470 470 470 520.1346 519.97541 519.92422 513.88427 500.25561 480 480 480 479 477
21 331.47279 331.28829 331.26215 331.11299 330.85279 330 330 330 330 330 511.98719 508.04072 463.97093 442.50707 418.81668 406 406 405 402 396
22 526.54259 501.46212 495.85138 475.23819 460.87293 505 494 490 472 459 527.78261 527.7485 527.74878 500.08808 477.8942 459 459 459 456 452
23 15346.73499 765.2472 688.59653 488.17539 388.78284 1845 791 706 489 387 377.15951 376.93989 376.61617 341.29683 322.25587 309 308 308 306 301
24 473.67915 473.27703 472.93889 470.4045 467.20092 471 471 471 469 466 441.7504 441.74705 441.73723 441.61574 441.35864 439 439 439 439 439
25 493.36954 469.10753 468.31485 466.22808 465.011 461 461 461 461 461 780.02834 779.74457 724.77733 614.12275 563.2544 564 564 561 548 534
26 315.04401 315.02259 315.01699 314.99742 314.9771 314 314 314 314 314 590.30668 590.13099 574.47849 483.05861 421.87495 459 459 458 438 409
27 609.9795 541.39679 530.04067 493.1029 470.55002 573 535 525 490 469 448.54618 448.54618 448.54618 447.43121 445.28529 435 435 435 435 434
28 16752.87897 741.30774 685.28299 530.29699 445.90987 801 699 665 531 445 360.06215 358.82065 357.62821 351.15191 343.76798 333 332 332 331 329
30 476.73616 476.65467 476.61944 476.27461 475.53436 474 474 474 474 473 574.33858 574.28482 574.24763 530.30965 509.9682 491 491 491 488 484
29 495.4974 494.11623 493.20019 487.49969 481.35796 492 491 490 486 480 441.36259 441.33772 441.30307 440.97441 440.47694 438 438 438 438 438
31 323.93407 323.93362 323.93277 323.9103 323.8349 323 323 323 323 323 445.80388 445.58171 445.37681 421.13466 392.16908 382 382 381 378 372
32 505.70382 491.47387 488.03349 473.89228 462.8302 491 486 483 471 461 515.86672 515.86672 515.86672 508.16781 483.25847 468 468 468 467 460
34 701.38078 508.94396 506.73936 499.84328 494.65618 495 495 495 493 490 466.43957 466.4175 466.37763 465.87673 464.34268 461 461 461 461 460
33 15396.27399 679.72334 631.88252 495.74836 419.18669 712 638 611 497 419 406.25153 405.61681 404.74255 360.19776 337.7963 322 322 322 317 312
35 497.83739 493.96533 493.40571 490.53906 486.94399 487 487 487 486 484 573.62187 573.30932 573.17926 566.79953 551.70814 524 524 524 522 519
36 321.37154 321.12033 321.08922 320.98989 320.92231 320 320 320 320 320 362.03543 361.70575 361.35888 350.35529 342.41288 333 333 333 332 331
38 202460.50067 1056.99329 935.56381 626.98314 480.86337 4117 1082 949 626 479 457.74678 457.55735 456.72417 448.5499 435.06474 417 417 417 415 411
37 583.57412 549.93322 542.09114 514.04567 495.20975 565 544 538 512 493 461.18908 461.187 461.1692 458.92571 456.34629 451 451 451 451 451
39 554.13677 548.68903 546.49072 535.53211 525.54082 546 543 542 533 524 487.49982 487.48233 487.47165 487.25693 486.73004 481 481 481 481 481
40 476.50405 476.03184 475.9207 475.11983 473.79033 472 472 472 472 471 696.39836 696.04785 664.4266 515.0197 502.16306 494 494 493 488 486
41 323.62959 323.59441 323.5843 323.55735 323.53299 323 323 323 323 323 576.37504 542.84794 518.77562 436.00646 395.79109 407 407 405 392 378
42 467.51534 459.21299 456.30132 443.92997 434.31585 460 455 453 442 433 427.48375 427.48375 427.4833 423.08439 419.79432 410 410 410 410 409
43 47049.92923 823.13862 738.88348 521.67776 416.0671 2339.5 846 753 522 415 746.8139 744.16925 733.0116 557.1385 434.68299 505 505 504 465 415
44 582.02896 560.9023 554.98763 531.23271 513.53939 565 554 549 528 512 464.91823 464.87672 464.80459 464.10398 461.97545 454 454 454 454 454
45 479.79546 479.42501 479.29812 478.18565 476.19791 476 476 476 475 474 532.76511 532.34175 531.98697 529.61502 522.18803 499 499 499 499 497
46 326.17671 326.17428 326.17101 326.11946 325.97243 325 325 325 325 325 391.56717 391.46992 391.23011 388.90152 383.79363 368 368 367 367 366
47 486.50859 472.71829 468.50984 451.95585 439.60589 475 468 464 450 438 431.43308 431.43044 431.43034 428.91425 424.80693 411 411 411 411 410
48 48453.69777 783.85123 717.56768 540.02128 447.90643 1083 784 726 543 447 342.70617 342.38966 342.12452 338.57412 333.15237 326 326 325 325 324
49 493.08863 492.27569 491.67123 487.56266 482.73608 490 489 489 486 481 548.69676 548.69676 548.69676 523.79654 506.9964 491 491 491 489 486
50 477.81959 477.76412 477.69394 476.79668 475.03416 474 474 474 474 473 496.84886 495.7764 490.77736 463.46079 455.86812 448 448 448 447 446
51 310.96966 310.96958 310.96934 310.96834 310.96525 310 310 310 310 310 499.04667 498.66582 498.32404 455.41423 402.33322 423 423 423 412 388
52 520.54592 501.30505 496.33541 477.5309 464.35386 507 496 492 475 463 526.10716 526.10716 526.10716 507.49414 493.36165 474 474 474 473 470
53 3443.4262 870.75707 791.71134 576.89025 466.5505 1658 891 806 578 465 443.44418 443.15515 442.93108 431.53639 414.07528 391 391 391 389 385
54 514.33455 513.23564 512.44896 507.33388 501.52961 511 510 510 506 500 496.27121 495.45759 494.27405 479.38361 473.16856 463 463 463 462 462
55 467.43986 467.37963 467.32428 466.61135 465.16755 464 464 464 464 463 630.45685 630.40936 630.22227 558.48502 528.48601 511 511 511 505 499
56 332.47648 332.43204 332.42459 332.40056 332.38323 332 332 332 332 332 430.58751 430.07664 428.81548 404.04723 383.44993 376 376 376 373 368
57 517.77956 501.26326 496.58922 478.67013 465.6583 504 495 492 476 464 506.01484 506.01484 506.01484 503.09812 493.50601 474 474 474 474 472
58 1312.19387 569.79642 540.51914 449.11803 392.44015 555 527 513 447 392 345.33089 344.85974 344.19418 335.41743 321.65697 302 302 302 300 296
59 475.21973 474.81539 474.5231 472.28564 469.33082 472 472 472 470 468 461.45315 461.45055 461.04914 457.83073 454.86877 444 444 444 443 443
60 443.1915 443.02729 442.98921 442.78926 442.45 440 440 440 440 440 520.22272 520.10957 519.73522 511.27365 492.17066 471 471 471 469 465
61 465.76014 309.05902 307.81911 304.87143 303.51907 300 300 300 300 300 439.83933 439.67584 439.60105 408.25194 372.94992 373 372 372 367 355
62 508.20241 494.24733 489.98861 472.50162 459.32884 496 488 485 470 458 433.69709 433.68774 433.68549 430.40126 426.22978 416 416 416 416 416
63 53032840.88143 1139.45654 996.89505 651.57361 495.67935 62975.5 1165 1011 651 494 532.42044 530.90164 529.86892 494.52954 457.34987 439 438 438 430 415
64 511.41008 505.09619 504.52366 501.29501 497.58728 501 501 501 499 496 512.73025 512.72542 512.72031 505.05707 496.65762 481 481 481 481 479
65 458.13565 458.02682 458.0018 457.82736 457.47931 456 456 456 456 456 497.85797 497.70402 497.2608 490.91424 480.91986 467 467 467 466 464
66 306.56814 306.40666 306.3848 306.31041 306.22181 305 305 305 305 305 395.52991 395.47341 391.17322 378.60149 361.6161 347 347 347 346 342
67 477.87235 469.36861 466.74568 455.44477 446.25034 468 465 463 453 445 495.70403 495.70403 469.37367 444.91551 442.62188 433 433 433 432 432
68 4142085.79097 995.9927 886.52597 610.61538 478.74054 4433 1051.5 923 613 477 452.23963 447.99179 441.55189 405.80037 393.31742 381 381 381 377 373
69 480.90086 480.7935 480.69124 479.69143 478.07931 479 479 479 478 477 497.10546 496.64537 496.59432 485.38546 477.51165 465 465 465 465 464
70 494.55458 494.40461 494.28778 493.01669 490.6258 490 490 490 490 488 506.13154 505.95154 505.76726 502.01712 495.46219 481 481 481 480 479
71 315.0386 314.85207 314.82823 314.75747 314.70649 314 314 314 314 314 399.70094 399.56737 395.6416 377.95509 367.40186 355 355 355 354 352
72 536.92644 511.05021 504.78359 481.92406 466.33045 518 505 500 479 464 452.56089 450.95551 446.26549 423.99264 419.45076 414 414 414 413 413
73 10348.47468 903.93833 816.99556 585.95876 469.17961 1720 925 833 587 468 427.79428 427.51047 427.1913 416.1102 394.8664 373 373 373 371 365
74 474.35788 474.00455 473.8374 472.48393 470.53211 472 472 472 471 469 447.60234 447.54522 447.47703 447.05621 446.6208 444 444 444 444 444
75 464.5229 464.45678 464.42261 464.06294 463.26551 461 461 461 461 461 477.10356 477.05513 476.98548 476.03394 473.62357 461 461 461 460 460
76 325.73866 324.8501 324.77328 324.5538 324.4239 323 323 323 323 323 594.6516 590.35526 548.02338 442.89174 404.42054 418 418 416 401 388
77 4751.60353 579.14119 559.95874 505.88681 476.76593 632 559 544 500 473 427.94204 427.94204 427.94204 427.82858 425.83476 419 419 419 419 419
78 12505851.35917 1109.24438 970.09455 634.48369 483.93064 36895 1144 991 635 483 424.74559 422.88206 422.10567 396.8812 385.67638 374 374 374 371 368
79 538.0169 535.33609 533.80985 525.35987 517.05071 533 532 531 523 516 575.43831 575.43757 575.43756 566.18858 551.43327 529 529 529 528 525
80 475.802 475.73411 475.67709 474.98007 473.54738 472 472 472 472 471 593.21317 593.10025 592.89275 585.94571 562.04039 532 532 532 530 524
81 318.95874 318.9419 318.93689 318.90014 318.83248 318 318 318 318 318 687.29755 687.10451 662.18406 541.00129 445.65997 514 514 511 483 437
82 758.64249 558.12412 543.89676 501.05088 476.18415 593 545 534 496 473 425.31683 425.2935 425.28057 424.48517 421.42779 415 415 415 415 414
83 2033097.5149 779.20938 700.18817 501.60552 407.0277 3727 819 726 505 406 444.35867 444.2552 442.92681 403.98715 365.17286 350 350 350 344 335
84 547.60964 541.56968 538.82299 525.66128 514.19279 541 537 535 523 513 488.51905 488.51905 488.51901 488.44728 487.76425 481 481 481 481 481
85 477.00654 476.95367 476.91056 476.36927 475.21737 474 474 474 474 473 627.39127 627.19505 624.5999 579.65028 546.12075 531 531 530 526 518
86 329.69797 329.66615 329.6549 329.53504 329.27466 328 328 328 328 328 500.98097 500.88112 500.13374 455.2236 415.91233 411 411 411 403 391
87 564.6748 523.46399 515.64227 488.6652 471.1009 537 517 510 486 469 454.47765 454.47281 454.47014 450.49858 445.03235 431 431 431 431 430
88 28467.70966 945.72278 853.17419 603.51342 474.17146 1450 957 866 605 473 391.73713 390.59547 388.25459 378.13911 370.74882 367 366 366 364 362
89 517.61764 516.625 515.901 511.10045 505.62344 514 514 513 509 504 476.94834 476.73462 476.69257 471.24451 469.68671 464 464 464 464 463
90 467.02956 465.72169 465.50254 464.20688 462.32474 461 461 461 461 460 670.70426 669.61265 663.07825 626.94846 588.90201 569 569 568 564 552
91 341.72005 335.73792 335.52288 334.96639 334.61446 333 333 333 333 333 355.27748 353.72954 352.58054 348.06273 345.46449 340 340 340 340 339
92 482.27183 476.95809 474.99023 465.86756 458.00922 476 473 472 464 457 421.57369 421.49041 421.18269 419.72051 418.95495 417 417 417 417 417
93 51179.4482 843.83438 761.65625 542.77781 432.00179 1628 868 780 545 431 460.5406 379.20186 370.21118 353.72202 341.18554 334 333 333 331 328
94 531.74786 529.25186 527.81256 519.67614 511.50032 527 525 524 518 510 492.06466 492.05892 492.01919 489.79002 485.21226 471 471 471 471 470
95 482.81697 482.61677 482.52051 481.58312 479.80931 479 479 479 478 477 486.10884 485.5718 484.46529 481.93265 476.88317 463 463 463 463 462
96 307.21417 307.21383 307.21369 307.21241 307.20976 307 307 307 307 307 350.86499 342.75915 339.73125 329.65579 324.55808 318 318 318 317 317
97 541.6423 513.23333 506.85489 483.77089 468.09749 521 506 501 481 466 444.04017 444.04017 444.04017 443.85708 441.48721 432 432 432 432 432
98 750177.71219 800.2844 725.43587 527.0602 426.04554 1292 813 739 529 425 374.60669 373.66965 371.86666 354.45705 337.98674 323 323 323 320 316
99 526.36003 523.02115 521.18359 511.43965 502.01501 521 519 518 509 500 466.09981 463.65957 463.1739 458.01976 455.99306 451 451 451 451 451
100 454.88367 454.18041 454.08371 453.68235 453.14764 451 451 451 451 451 666.37372 665.22619 664.32794 607.04028 555.70583 547 547 547 536 519
101 317.02373 317.02354 317.0232 317.01655 316.99405 316 316 316 316 316 594.04597 512.09494 489.62634 435.19344 398.0941 404 402 401 393 380
102 543.65158 518.76842 512.85859 490.88194 475.40784 522 511 506 488 473 486.05571 486.03307 486.02204 474.20178 463.54991 447 447 447 446 444
103 1103154.31154 729.00426 672.50513 514.05299 427.13713 844 705 664 516 426 403.96903 403.20943 400.64985 366.43097 347.17299 333 333 333 328 323
104 486.35102 486.17654 486.01334 484.48105 482.22106 484 484 484 483 481 479.59257 479.45423 478.96527 475.94623 473.86521 468 468 468 468 467
105 468.74008 468.71329 468.68124 468.21699 467.13473 466 466 466 466 465 481.83979 481.43398 480.81263 478.10095 474.59493 460 460 460 460 459
106 329.9281 329.88043 329.87036 329.808 329.69462 329 329 329 329 329 460.24321 459.86031 459.39286 441.94869 414.98126 401 401 401 397 388
107 658.87702 553.6614 541.92492 504.43669 481.51773 581 544 534 501 479 610.97522 610.97522 606.58637 533.37119 501.76214 492 492 492 485 478
108 329046.3569 834.62325 741.96157 513.38016 406.53419 7323 879 771 516 405 355.08427 353.9704 353.47509 339.73583 324.31011 309 308 308 306 302
109 539.55605 534.86502 532.67262 521.75478 511.82647 533 531 529 520 510 489.58815 489.55196 489.47953 487.70856 482.57054 469 469 469 468 468
110 470.63745 470.55464 470.48938 469.78193 468.3866 467 467 467 467 466 670.25198 670.15491 669.66616 642.80674 598.34223 584 584 584 579 565
111 327.47252 327.46972 327.46744 327.43451 327.34509 326 326 326 326 326 600.29926 600.12569 594.79816 528.51819 460.5064 493 493 493 477 445
112 464.36828 458.63181 456.39748 446.42831 438.14754 457 454 453 444 437 420.49645 420.49641 420.46078 417.70796 414.49092 407 407 407 407 407
113 3453.44037 781.77141 713.22138 522.23164 420.86389 1223 793 724 524 419 476.35601 475.7813 463.15886 381.24613 348.97275 339 338 338 330 322
114 528.60118 525.85676 524.87334 519.16782 513.10516 522 521 521 516 511 587.25377 587.25377 584.187 546.06064 523.5665 508 508 508 505 501
115 478.67727 478.66968 478.66394 478.56286 478.26183 476 476 476 476 476 775.81469 775.46888 773.78419 630.58607 575.12452 577 577 576 559 542
116 349.14398 349.1341 349.12854 349.05022 348.86566 348 348 348 348 348 399.32841 398.928 398.53793 390.50092 381.18706 370 370 370 369 367
117 524.339 494.00338 487.40812 463.87787 447.86456 501 487 481 461 446 439.60232 439.59826 439.53883 434.56217 429.68752 416 416 416 415 415
118 24341529.30567 1117.46015 976.11651 635.55425 483.37292 55213.5 1140 988 635 482 682.30577 672.04851 655.55333 549.48207 476.73826 492 491 489 469 442
119 488.81761 488.20043 487.70701 484.26077 480.05649 486 486 485 482 479 450.44103 450.4387 450.43186 450.13939 449.2162 445 445 445 445 445
120 488.4191 488.31404 488.22282 487.182 485.22337 484 484 484 484 483 1002.95156 1002.76793 936.74458 706.01585 606.00458 649 649 645 609 575
121 325.37509 325.3017 325.28785 325.24634 325.2036 324 324 324 324 324 524.019 523.8178 518.3458 434.69756 394.61811 402 402 401 389 375
122 575.21364 510.97072 501.52896 470.85056 451.95972 531 503 495 468 450 437.05271 437.03749 437.03691 433.2757 427.00678 411 411 411 410 409
123 1798.07392 829.41867 770.72623 593.6205 491.07142 1001 819 770 595 490 430.27709 429.95461 429.80741 422.13382 412.47063 397 397 397 395 392
124 483.93139 483.82731 483.75698 483.02662 481.76542 482 482 482 481 480 462.08434 461.96157 461.8424 461.22505 460.66086 459 459 459 459 459
125 466.7131 466.57616 466.53472 466.18691 465.46217 464 464 464 464 463 693.64763 693.41126 692.81039 640.41782 587.55061 576 576 576 567 551
126 327.03926 327.01859 326.99891 326.7605 326.26313 325 325 325 325 325 492.28187 487.23873 476.03374 425.60461 405.76661 396 396 396 390 385
127 479.85002 469.56922 466.21245 452.26648 441.49546 470 465 462 450 440 419.12203 419.10367 418.39178 412.63804 409.19011 403 403 403 403 403
128 67049217.25808 765.01587 682.36999 475.70961 378.10085 4132 803 707 478 377 571.91073 537.59858 450.06541 383.18508 345.32797 340 339 337 328 315
129 498.11746 497.45538 496.94228 493.3295 488.92205 495 495 494 491 488 550.15537 550.15537 550.15537 542.79793 526.69898 506 506 506 505 502
130 538.01667 537.12895 536.4062 530.83195 523.32108 531 531 531 527 521 520.51371 520.40561 520.36535 518.43311 511.03831 488 488 488 487 486
131 337.03012 337.02769 337.02609 337.00309 336.93714 336 336 336 336 336 516.50708 505.50486 473.97684 431.02063 408.58592 401 401 400 396 390
132 676.36646 554.39697 540.13052 496.48123 471.16018 605 547 534 494 469 433.19889 433.19889 433.19889 431.67432 430.32675 424 424 424 424 424
133 3314.69287 561.87659 538.31045 461.37574 410.31115 511 503 496 455 410 320.68656 320.51585 320.29203 317.84428 314.24549 306 306 306 305 304
134 534.16644 531.59611 530.08404 521.70615 513.37909 530 528 527 520 512 517.90466 517.86303 514.76173 495.02558 488.71954 474 474 473 473 472
135 503.14271 502.88795 502.67251 500.5708 497.12958 498 498 498 497 495 688.89922 688.56518 661.52955 604.21066 578.08354 555 555 554 549 542
136 323.81856 323.81604 323.81348 323.78348 323.70057 323 323 323 323 323 386.58678 386.51622 386.48953 383.10361 372.28989 356 356 356 356 353
137 553.48968 513.45003 505.21319 476.99544 458.54021 529 507 500 474 457 538.41807 538.41807 538.41807 503.71608 469.12615 455 455 455 452 446
138 196929.67105 794.35604 722.21074 530.5265 432.77144 1309 812 738.5 534 432 355.5488 355.37135 353.70537 342.97288 332.46009 319 319 319 318 315
139 498.09273 497.13829 496.46967 492.20497 487.46051 495 494 494 490 486 527.62409 527.62409 527.62374 518.80785 509.11273 491 491 491 490 489
140 460.7856 460.76675 460.75827 460.68456 460.49439 459 459 459 459 459 561.6434 561.57151 561.40937 524.67909 496.61773 482 482 482 478 472
141 351.8299 351.76249 351.68772 350.90315 349.56385 350 350 350 349 348 399.5291 399.30213 399.24647 395.15511 387.97766 373 373 373 373 371
142 504.22023 493.80674 490.25974 475.64241 464.44506 495 489 486 473 463 461.7914 461.7914 460.31901 444.07594 441.85741 436 436 436 435 435
143 117655.9792 970.55558 856.66751 572.99307 441.62824 4851 978 859 571 440 582.55172 582.4833 582.19291 571.70251 522.22555 509 509 509 505 492
144 515.58779 513.18609 511.85258 504.3669 496.80101 510 509 508 502 495 473.09389 472.97107 472.96373 471.57592 467.74357 459 459 459 459 459
145 488.49122 486.49508 486.18851 484.33363 481.66148 481 481 481 481 479 496.13486 496.05655 496.00026 494.67494 489.81841 476 476 476 475 475
146 316.24514 316.24431 316.2438 316.24015 316.23505 316 316 316 316 316 504.04734 503.49483 502.71751 433.67964 386.18387 402 402 402 388 370
147 489.94344 472.73546 468.36878 451.40262 439.00671 474 466 463 449 437 480.33124 480.33124 473.03485 449.28563 437.74021 421 421 421 420 418
148 11320.04779 537.81211 510.61773 430.72091 382.10359 468 462 457 422 381 298.47781 298.15853 297.70183 294.65604 290.67638 285 285 285 284 283
149 463.20503 463.08919 462.96085 461.76582 459.95537 461 461 461 460 459 439.75118 439.7135 439.68712 438.93263 437.49526 433 433 433 433 433
150 445.48469 445.03721 444.96286 444.61313 444.10153 442 442 442 442 442 458.16423 457.55935 454.65574 452.87592 448.13174 438 438 437 437 436
151 358.71527 355.02092 354.82041 354.2199 353.72379 352 352 352 352 352 483.5171 483.25047 482.72385 474.58041 451.4505 434 434 434 432 425
152 8910.80036 619.04584 591.9934 520.40039 484.34122 802 605 582 515 481 465.00457 465.00457 465.00457 461.92902 451.59307 434 434 434 434 433
153 2512.08375 650.48349 611.51394 496.50148 429.18337 638 600 581 497 429 349.67134 349.30323 348.88225 343.50854 334.67497 321 321 321 319 317
154 503.41452 502.34218 501.6167 496.93909 491.76791 500 499 499 495 490 571.50249 571.46803 571.33078 520.13825 505.34939 490 490 490 487 484
155 488.9231 488.24137 487.91613 485.3175 481.42515 483 483 483 482 479 483.19691 482.93921 482.70873 475.43267 471.75408 463 463 463 462 462
156 326.32721 326.32689 326.32653 326.3226 326.3068 326 326 326 326 326 610.52601 609.25622 608.70829 480.10119 418.74721 456 456 456 430 403
157 515.88764 496.81168 491.69924 472.51471 458.98402 502 491 487 470 457 439.95811 439.95811 439.95806 439.41597 438.19909 430 430 430 430 430
158 2651104.55152 828.39909 732.65707 503.11321 399.61846 43878.5 858 752 506 399 363.37696 362.89885 343.90542 328.33218 321.13818 311 311 311 309 307
159 481.81513 481.55832 481.32178 479.3202 476.53975 479 479 479 478 475 452.04515 452.0055 451.93355 451.52652 450.84747 445 445 445 445 445
160 463.12572 463.01455 462.95119 462.29535 460.9923 460 460 460 460 459 609.63597 609.61075 609.4886 569.18975 546.14689 519 519 519 515 510
